"ID","ip","score","level","data","ts"
705,"185.110.90.65",2,"","{""tricks"":{""tricks"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""2""}}","2021-11-14 13:48:02"
715,"185.110.90.65",51,"","{""tricks"":{""tricks"":[{""parsed"":""Switch Halfcab Negative Mizou to 360 rewind out"",""orig"":""Fakie & Switch | Inspin 180 | Negative Mizou | Outspin 360"",""points"":""9""},{""parsed"":""Negative Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Negative Torque Soul | Inspin 180"",""points"":""6""},{""parsed"":""Switch 630 Frontside to 630 out"",""orig"":""Switch | Inspin 630 | None Frontside | 630"",""points"":""10""},{""parsed"":""Switch 540 Hurricane PStar to 900 rewind out"",""orig"":""Switch | Outspin 540 | None PStar | Inspin 900"",""points"":""11""},{""parsed"":""Switch True Fullcab Tough Top Citric Acid to 900 rewind out"",""orig"":""Fakie & Switch | Outspin 360 | Tough Topside Citric Acid | Inspin 900"",""points"":""15""}],""skipped"":[{""parsed"":""Switch Halfcab Negative Mizou to 360 rewind out"",""orig"":""Fakie & Switch | Inspin 180 | Negative Mizou | Outspin 360"",""points"":""9""},{""parsed"":""Negative Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Negative Torque Soul | Inspin 180"",""points"":""6""},{""parsed"":""Switch 630 Frontside to 630 out"",""orig"":""Switch | Inspin 630 | None Frontside | 630"",""points"":""10""},{""parsed"":""Switch 540 Hurricane PStar to 900 rewind out"",""orig"":""Switch | Outspin 540 | None PStar | Inspin 900"",""points"":""11""},{""parsed"":""Switch True Fullcab Tough Top Citric Acid to 900 rewind out"",""orig"":""Fakie & Switch | Outspin 360 | Tough Topside Citric Acid | Inspin 900"",""points"":""15""}]},""config"":{""level"":""4"",""spins"":""5""}}","2021-11-14 13:48:57"
725,"92.105.102.4",26,"","{""tricks"":{""tricks"":[{""parsed"":""Fakie 810 BS Backslide"",""orig"":""Fakie | Outspin 810 | None BS Backslide | Forwards"",""points"":""8""},{""parsed"":""Switch 360 FS Darkslide"",""orig"":""Switch | Inspin 360 | None FS Darkslide"",""points"":""5""},{""parsed"":""Negative Mizou to 540 out"",""orig"":""Forwards | Negative Mizou | Inspin 540"",""points"":""6""},{""parsed"":""Switch BS Unity to 630 out"",""orig"":""Switch | None BS Unity | 630"",""points"":""7""}],""skipped"":[{""parsed"":""Fakie 810 BS Backslide"",""orig"":""Fakie | Outspin 810 | None BS Backslide | Forwards"",""points"":""8""},{""parsed"":""Switch 360 FS Darkslide"",""orig"":""Switch | Inspin 360 | None FS Darkslide"",""points"":""5""},{""parsed"":""Negative Mizou to 540 out"",""orig"":""Forwards | Negative Mizou | Inspin 540"",""points"":""6""},{""parsed"":""Switch BS Unity to 630 out"",""orig"":""Switch | None BS Unity | 630"",""points"":""7""}]},""config"":{""level"":""4"",""spins"":""5""}}","2021-11-14 17:27:12"
735,"185.110.90.65",6,"","{""tricks"":{""tricks"":[{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Outspin 180 "",""points"":""3""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Outspin 180 "",""points"":""3""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-15 20:58:18"
745,"185.110.90.65",4,"","{""tricks"":{""tricks"":[{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}],""skipped"":[{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-15 21:01:20"
755,"185.110.90.65",29,"","{""tricks"":{""tricks"":[{""parsed"":""630 FS Savannah"",""orig"":""Forwards | Outspin 630 | None FS Savannah | Forwards"",""points"":""6""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""},{""parsed"":""True Grab Makio to 540 out"",""orig"":""Forwards | Outspin 180 | Grab Makio | Outspin 540"",""points"":""6""},{""parsed"":""270 Cross-Grab FS Torque to 450 out"",""orig"":""Forwards | Outspin 270 | Cross-Grab FS Torque | 450"",""points"":""9""},{""parsed"":""Fullcab Training Wheel to 180 out"",""orig"":""Fakie | Inspin 360 | None Training Wheel | Inspin 180"",""points"":""6""}],""skipped"":[{""parsed"":""630 FS Savannah"",""orig"":""Forwards | Outspin 630 | None FS Savannah | Forwards"",""points"":""6""},{""parsed"":""Fakie Frontside"",""orig"":""Fakie | None Frontside | Forwards"",""points"":""2""},{""parsed"":""True Grab Makio to 540 out"",""orig"":""Forwards | Outspin 180 | Grab Makio | Outspin 540"",""points"":""6""},{""parsed"":""270 Cross-Grab FS Torque to 450 out"",""orig"":""Forwards | Outspin 270 | Cross-Grab FS Torque | 450"",""points"":""9""},{""parsed"":""Fullcab Training Wheel to 180 out"",""orig"":""Fakie | Inspin 360 | None Training Wheel | Inspin 180"",""points"":""6""}]},""config"":{""level"":""3"",""spins"":""5""}}","2021-11-15 23:19:38"
765,"185.110.90.65",35,"","{""tricks"":{""tricks"":[{""parsed"":""540 AO Training Wheel to 180 out"",""orig"":""Forwards | Inspin 540 | None Training Wheel | Inspin 180"",""points"":""6""},{""parsed"":""Switch 540 Hurricane Cloudy Night to 540 rewind out"",""orig"":""Switch | Outspin 540 | Topside PStar | Inspin 540"",""points"":""10""},{""parsed"":""Kindgrind to 720 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Mizou | Outspin 720"",""points"":""7""},{""parsed"":""Top X-Grind to 540 out"",""orig"":""Forwards | Topside X-Grind | Inspin 540"",""points"":""6""},{""parsed"":""Tough Top Torque Soul to 360 out"",""orig"":""Forwards | Tough Topside Torque Soul | Outspin 360"",""points"":""6""}],""skipped"":[{""parsed"":""540 AO Training Wheel to 180 out"",""orig"":""Forwards | Inspin 540 | None Training Wheel | Inspin 180"",""points"":""6""},{""parsed"":""Switch 540 Hurricane Cloudy Night to 540 rewind out"",""orig"":""Switch | Outspin 540 | Topside PStar | Inspin 540"",""points"":""10""},{""parsed"":""Kindgrind to 720 rewind out"",""orig"":""Forwards | Inspin 180 | Topside Mizou | Outspin 720"",""points"":""7""},{""parsed"":""Top X-Grind to 540 out"",""orig"":""Forwards | Topside X-Grind | Inspin 540"",""points"":""6""},{""parsed"":""Tough Top Torque Soul to 360 out"",""orig"":""Forwards | Tough Topside Torque Soul | Outspin 360"",""points"":""6""}]},""config"":{""level"":""3"",""spins"":""5""}}","2021-11-15 23:21:02"
775,"107.115.17.7",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2021-11-16 03:42:41"
785,"72.74.21.207",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2021-11-17 04:32:20"
795,"213.55.171.48",7,"","{""tricks"":{""tricks"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""}],""skipped"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-17 13:54:31"
805,"185.110.90.65",12,"","{""tricks"":[{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""},{""parsed"":""Mistrial to 180 out"",""orig"":""Forwards | Mistrial | Inspin 180"",""points"":""3""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}],""config"":{""level"":""1"",""spins"":""5""}}","2021-11-17 19:42:56"
815,"185.110.90.65",12,"","{""tricks"":{""tricks"":[{""parsed"":""FS Cab driver to Fakie out"",""orig"":""Forwards | FS Cab driver | Fakie"",""points"":""3""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""FS Cab driver to Fakie out"",""orig"":""Forwards | FS Cab driver | Fakie"",""points"":""3""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-17 19:44:59"
825,"209.50.13.211",0,"","{""config"":{""level"":""4"",""spins"":""2""}}","2021-11-18 14:51:38"
835,"209.50.13.211",6,"","{""tricks"":{""tricks"":[{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | None Mizou | Inspin 180"",""points"":""3""},{""parsed"":""AO Acid to 180 out"",""orig"":""Forwards | Inspin 180 | None Acid | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | None Mizou | Inspin 180"",""points"":""3""},{""parsed"":""AO Acid to 180 out"",""orig"":""Forwards | Inspin 180 | None Acid | Inspin 180"",""points"":""3""}]},""config"":{""level"":""4"",""spins"":""2""}}","2021-11-18 14:52:29"
845,"185.110.90.65",10,"","{""tricks"":{""tricks"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}],""skipped"":[{""parsed"":""PStar"",""orig"":""Forwards | PStar"",""points"":""2""},{""parsed"":""Soyale to 180 out"",""orig"":""Forwards | Inspin 180 | Torque Soul | Inspin 180"",""points"":""4""},{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-20 18:01:51"
855,"212.117.136.139",9,"","{""tricks"":{""tricks"":[{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""AO Mistrial"",""orig"":""Forwards | Inspin 180 | Mistrial"",""points"":""3""},{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}],""skipped"":[{""parsed"":""Soyale"",""orig"":""Forwards | Inspin 180 | Torque Soul"",""points"":""3""},{""parsed"":""AO Mistrial"",""orig"":""Forwards | Inspin 180 | Mistrial"",""points"":""3""},{""parsed"":""FS Unity to Fakie out"",""orig"":""Forwards | FS Unity | Fakie"",""points"":""2""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-22 07:18:09"
865,"212.117.136.139",9,"","{""tricks"":{""tricks"":[{""parsed"":""AO X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | X-Grind | Inspin 180"",""points"":""4""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""AO Acid to 180 out"",""orig"":""Forwards | Inspin 180 | Acid | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""AO X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | X-Grind | Inspin 180"",""points"":""4""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""},{""parsed"":""AO Acid to 180 out"",""orig"":""Forwards | Inspin 180 | Acid | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-22 07:19:07"
875,"174.212.43.122",10,"","{""tricks"":{""tricks"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar"",""orig"":""Forwards | Outspin 180 | PStar"",""points"":""3""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar"",""orig"":""Forwards | Outspin 180 | PStar"",""points"":""3""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-22 18:59:34"
885,"189.183.109.35",4,"","{""tricks"":{""tricks"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""AO Acid"",""orig"":""Forwards | Inspin 180 | Acid"",""points"":""2""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 04:13:37"
895,"189.183.109.35",8,"","{""tricks"":{""tricks"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""BS Pudslide"",""orig"":""Forwards | BS Pudslide | Forwards"",""points"":""3""}],""skipped"":[{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""BS Pudslide"",""orig"":""Forwards | BS Pudslide | Forwards"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 04:17:45"
905,"189.183.109.35",11,"","{""tricks"":{""tricks"":[{""parsed"":""FS Pudslide"",""orig"":""Forwards | FS Pudslide | Forwards"",""points"":""3""},{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}],""skipped"":[{""parsed"":""FS Pudslide"",""orig"":""Forwards | FS Pudslide | Forwards"",""points"":""3""},{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""},{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 04:24:01"
915,"72.74.21.207",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 16:16:40"
925,"72.74.21.207",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 16:25:50"
935,"107.115.17.77",2,"","{""tricks"":{""tricks"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 21:40:46"
945,"72.74.21.207",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2021-11-23 23:06:27"
955,"174.211.237.135",4,"","{""tricks"":{""tricks"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""}],""skipped"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""3""}}","2021-11-25 16:37:16"
965,"174.211.237.135",6,"","{""tricks"":{""tricks"":[{""parsed"":""AO Acid to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""AO Acid to 180 rewind out"",""orig"":""Forwards | Inspin 180 | Acid | Outspin 180 "",""points"":""3""},{""parsed"":""Torque Soul to 180 out"",""orig"":""Forwards | Torque Soul | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-25 16:40:42"
975,"72.74.21.207",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2021-11-26 01:00:35"
985,"109.249.185.113",1,"","{""tricks"":{""tricks"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-26 14:13:45"
995,"178.197.205.124",11,"","{""tricks"":{""tricks"":[{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""}],""skipped"":[{""parsed"":""AO Mizou to 180 out"",""orig"":""Forwards | Inspin 180 | Mizou | Inspin 180"",""points"":""3""},{""parsed"":""BS Fastslide"",""orig"":""Forwards | BS Fastslide | Forwards"",""points"":""3""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2021-11-26 14:49:56"
